,Row.names,Protein.Ids,Protein.Names,Genes,Protein.Description,logFC,AveExpr,t,P.Value,adj.P.Val,B,Type,Label
167,O43242,O43242,PSMD3_HUMAN,PSMD3,26S proteasome non-ATPase regulatory subunit 3,-0.026943889,25.21977424,-0.858934374,0.411661218,0.919313045,-5.86131934,No Change,
168,O43252,O43252,PAPS1_HUMAN,PAPSS1,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,0.026168885,21.61516898,1.003854909,0.340491309,0.88934297,-5.730222881,No Change,
169,O43255,O43255,SIAH2_HUMAN,SIAH2,E3 ubiquitin-protein ligase SIAH2,0.183926596,17.8890617,1.351439418,0.208056709,0.814616529,-5.353242787,No Change,
170,O43290,O43290,SNUT1_HUMAN,SART1,U4/U6.U5 tri-snRNP-associated protein 1,0.175544636,18.25337541,1.343571678,0.210497226,0.814616529,-5.362641329,No Change,
171,O43299,O43299,AP5Z1_HUMAN,AP5Z1,AP-5 complex subunit zeta-1,-0.088955748,22.83456991,-1.380973877,0.199107659,0.807760262,-5.317640466,No Change,
172,O43310,O43310,CTIF_HUMAN,CTIF,CBP80/20-dependent translation initiation factor,0.062155179,19.81816782,1.179554356,0.267056389,0.85016485,-5.549873156,No Change,
173,O43314,O43314;Q6PFW1,VIP2_HUMAN,PPIP5K2,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,-0.008742571,22.20076599,-0.203830453,0.842813684,0.997839254,-6.216849713,No Change,
174,O43318,O43318,M3K7_HUMAN,MAP3K7,Mitogen-activated protein kinase kinase kinase 7,-0.051855891,21.2034774,-1.48479893,0.17021188,0.773690362,-5.188624846,No Change,
175,O43324,O43324,MCA3_HUMAN,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,-0.059326712,23.84108002,-0.933328553,0.373912389,0.907668789,-5.796123111,No Change,
176,O43353,O43353,RIPK2_HUMAN,RIPK2,Receptor-interacting serine/threonine-protein kinase 2,0.02207463,20.61774918,0.230391506,0.822704379,0.997839254,-6.210741924,No Change,
177,O43390,O43390,HNRPR_HUMAN,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,-0.049811252,23.23558329,-1.299179178,0.224722515,0.821325182,-5.414979574,No Change,
178,O43395,O43395,PRPF3_HUMAN,PRPF3,U4/U6 small nuclear ribonucleoprotein Prp3,-0.073035576,19.39565134,-1.804963783,0.103019619,0.700751826,-4.758150454,No Change,
179,O43396,O43396,TXNL1_HUMAN,TXNL1,Thioredoxin-like protein 1,-0.026739032,24.01351246,-0.600811971,0.562115192,0.955287478,-6.050475997,No Change,
180,O43399,O43399,TPD54_HUMAN,TPD52L2,Tumor protein D54,-0.092479137,24.66887352,-2.190403654,0.054859302,0.660320696,-4.191953743,No Change,
181,O43414,O43414,ERI3_HUMAN,ERI3,ERI1 exoribonuclease 3,0.033116833,23.1258178,0.971877482,0.355360315,0.895481436,-5.760585149,No Change,
182,O43427,O43427,FIBP_HUMAN,FIBP,Acidic fibroblast growth factor intracellular-binding protein,-0.006875002,18.92773559,-0.109922031,0.91477328,0.997839254,-6.232488165,No Change,
183,O43447,O43447,PPIH_HUMAN,PPIH,Peptidyl-prolyl cis-trans isomerase H,0.003462796,24.00698572,0.095600295,0.925837329,0.997839254,-6.234053216,No Change,
184,O43464,O43464;P83110,HTRA2_HUMAN,HTRA2,"Serine protease HTRA2, mitochondrial",0.031612716,20.99638533,0.689317277,0.507216179,0.947245835,-5.992366723,No Change,
185,O43482,O43482,MS18B_HUMAN,OIP5,Protein Mis18-beta,0.009185974,20.93033373,0.249783244,0.808107301,0.997441158,-6.20581645,No Change,
186,O43488,O43488,ARK72_HUMAN,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,0.310716195,23.12462382,7.710714262,2.27E-05,0.012465155,3.032689267,No Change,
187,O43491,O43491,E41L2_HUMAN,EPB41L2,Band 4.1-like protein 2,-0.058595142,23.32866713,-1.300734629,0.224210853,0.821324246,-5.413165872,No Change,
188,O43502,O43502,RA51C_HUMAN,RAD51C,DNA repair protein RAD51 homolog 3,-0.055215981,19.81064513,-1.079549562,0.307158479,0.859974907,-5.655261442,No Change,
189,O43504,O43504,LTOR5_HUMAN,LAMTOR5,Ragulator complex protein LAMTOR5,0.040831036,21.45406472,0.628280033,0.544723318,0.955287478,-6.03322178,No Change,
190,O43516,O43516,WIPF1_HUMAN,WIPF1,WAS/WASL-interacting protein family member 1,-0.026270839,22.52415342,-0.544384449,0.59880196,0.964849376,-6.083674719,No Change,
191,O43542,O43542,XRCC3_HUMAN,XRCC3,DNA repair protein XRCC3,-0.011295741,18.58992345,-0.15918888,0.876874903,0.997839254,-6.225444905,No Change,
192,O43583,O43583,DENR_HUMAN,DENR,Density-regulated protein,0.017705614,24.21320087,0.502204529,0.627032084,0.975777495,-6.106486009,No Change,
193,O43592,O43592,XPOT_HUMAN,XPOT,Exportin-T,-0.078991372,23.72920832,-0.682219196,0.511495564,0.949272041,-5.997293938,No Change,
194,O43598,O43598,DNPH1_HUMAN,DNPH1,5-hydroxymethyl-dUMP N-hydrolase,-0.047836126,26.39586221,-1.387424923,0.19719709,0.807288127,-5.309797386,No Change,
195,O43615,O43615,TIM44_HUMAN,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,-0.038172103,22.19034408,-1.070259567,0.311109483,0.862930896,-5.664690228,No Change,
196,O43617,O43617,TPPC3_HUMAN,TRAPPC3,Trafficking protein particle complex subunit 3,-0.013562021,24.36484288,-0.463782575,0.653314987,0.981377722,-6.125748344,No Change,
197,O43633,O43633,CHM2A_HUMAN,CHMP2A,Charged multivesicular body protein 2a,0.005129134,24.86729404,0.142388777,0.889766585,0.997839254,-6.228135222,No Change,
198,O43660,O43660,PLRG1_HUMAN,PLRG1,Pleiotropic regulator 1,-0.113254977,20.63924099,-2.131092341,0.060518695,0.668805649,-4.28157924,No Change,
199,O43665,O43665,RGS10_HUMAN,RGS10,Regulator of G-protein signaling 10,-0.02069751,21.76770366,-0.461556246,0.654853893,0.981377722,-6.126819769,No Change,
200,O43670,O43670,ZN207_HUMAN,ZNF207,BUB3-interacting and GLEBS motif-containing protein ZNF207,-0.085522569,24.12739394,-1.640745129,0.133701558,0.722940529,-4.984551549,No Change,
201,O43678,O43678,NDUA2_HUMAN,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,-0.115679381,20.02718008,-1.880219005,0.091251853,0.695707826,-4.651025467,No Change,
202,O43681,O43681,GET3_HUMAN,GET3,ATPase GET3,0.089748591,24.51187283,1.832090723,0.098624146,0.69821737,-4.71976071,No Change,
203,O43684,O43684,BUB3_HUMAN,BUB3,Mitotic checkpoint protein BUB3,-0.0367154,24.96405919,-1.250425615,0.24125727,0.828510248,-5.471065785,No Change,
204,O43707,O43707,ACTN4_HUMAN,ACTN4,Alpha-actinin-4,0.028057547,24.98289275,0.529220776,0.608873399,0.966721515,-6.092074535,No Change,
205,O43708,O43708,MAAI_HUMAN,GSTZ1,Maleylacetoacetate isomerase,-0.002898735,21.42946285,-0.019636566,0.984742207,0.999039915,-6.238710689,No Change,
206,O43709,O43709,BUD23_HUMAN,BUD23,Probable 18S rRNA (guanine-N(7))-methyltransferase,-0.051893066,21.97969912,-1.475047622,0.172761739,0.780672177,-5.200988013,No Change,
207,O43715,O43715,TRIA1_HUMAN,TRIAP1,TP53-regulated inhibitor of apoptosis 1,-0.105618336,21.53852375,-1.971050788,0.078723442,0.69396713,-4.519281315,No Change,
208,O43716,O43716,GATC_HUMAN,GATC,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",-0.032354155,22.15241697,-1.197766188,0.260223348,0.84469323,-5.529938485,No Change,
209,O43719,O43719,HTSF1_HUMAN,HTATSF1,17S U2 SnRNP complex component HTATSF1,-0.043625033,21.25581334,-0.675102096,0.515808401,0.950985604,-6.002188127,No Change,
210,O43747,O43747,AP1G1_HUMAN,AP1G1,AP-1 complex subunit gamma-1,-0.000828798,23.2146323,-0.00879037,0.993169413,0.999931129,-6.238874815,No Change,
211,O43752,O43752,STX6_HUMAN,STX6,Syntaxin-6,-0.037029138,17.77398247,-0.284737785,0.781994746,0.996169381,-6.195948276,No Change,
212,O43760,O43760,SNG2_HUMAN,SYNGR2,Synaptogyrin-2,0.017658077,20.28761306,0.154432365,0.880521165,0.997839254,-6.226236862,No Change,
213,O43765,O43765,SGTA_HUMAN,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,-0.043532174,24.43778396,-1.323966515,0.216683622,0.816855133,-5.385901613,No Change,
214,O43766,O43766,LIAS_HUMAN,LIAS,"Lipoyl synthase, mitochondrial",-0.02594174,19.99853156,-0.60906096,0.556859455,0.955287478,-6.045368952,No Change,
215,O43768,O43768,ENSA_HUMAN,ENSA,Alpha-endosulfine,-0.01094057,26.6664536,-0.343202877,0.738967499,0.991575893,-6.176616432,No Change,
216,O43776,O43776,SYNC_HUMAN,NARS1,"Asparagine--tRNA ligase, cytoplasmic",0.019693733,26.71398182,0.550514603,0.594755528,0.96468751,-6.080215855,No Change,
217,O43805,O43805,SSNA1_HUMAN,SSNA1,Microtubule nucleation factor SSNA1,0.111424642,21.79320778,0.72288595,0.487277239,0.942610067,-5.968445367,No Change,
218,O43809,O43809,CPSF5_HUMAN,NUDT21,Cleavage and polyadenylation specificity factor subunit 5,0.015716741,24.51628336,0.324364217,0.752736476,0.992310181,-6.18322995,No Change,
219,O43813,O43813;Q9NS86,LANC1_HUMAN,LANCL1,Glutathione S-transferase LANCL1,0.018824418,23.74715892,0.712081939,0.493640314,0.945139572,-5.976255472,No Change,
220,O43815,O43815,STRN_HUMAN,STRN,Striatin,-0.026453245,22.73460712,-0.44713177,0.664865725,0.986029677,-6.13364223,No Change,
221,O43818,O43818,U3IP2_HUMAN,RRP9,U3 small nucleolar RNA-interacting protein 2,-0.107841327,18.82967706,-2.378725523,0.040095492,0.6382195,-3.903076073,No Change,
222,O43823,O43823,AKAP8_HUMAN,AKAP8,A-kinase anchor protein 8,-0.010124343,19.16701386,-0.104908244,0.918644548,0.997839254,-6.233060817,No Change,
223,O43829,O43829,ZBT14_HUMAN,ZBTB14,Zinc finger and BTB domain-containing protein 14,0.111570498,16.58984864,1.052173998,0.318912996,0.87189994,-5.68286441,No Change,
224,O43837,O43837,IDH3B_HUMAN,IDH3B,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",0.014258814,24.24596285,0.556162778,0.59104017,0.96468751,-6.076996885,No Change,
225,O43847,O43847,NRDC_HUMAN,NRDC,Nardilysin,0.029126567,24.33866879,0.706908828,0.496705325,0.945139572,-5.979957838,No Change,
226,O43852,O43852,CALU_HUMAN,CALU,Calumenin,0.015378837,24.26636733,0.149100636,0.884611885,0.997839254,-6.227096183,No Change,
227,O43865,O43865,SAHH2_HUMAN,AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1,-0.016856007,22.76892912,-0.478571402,0.643136371,0.977912728,-6.118506551,No Change,
228,O43903,O43903,GAS2_HUMAN,GAS2,Growth arrest-specific protein 2,0.080377412,19.41786872,1.220716901,0.251813782,0.832488741,-5.504502408,No Change,
229,O43924,O43924,PDE6D_HUMAN,PDE6D,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",0.215084108,21.24562387,2.250082869,0.049683651,0.660320696,-4.101062243,No Change,
230,O60220,O60220,TIM8A_HUMAN,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,0.043128324,22.38216505,0.682461145,0.511349334,0.949272041,-5.997126743,No Change,
231,O60231,O60231,DHX16_HUMAN,DHX16,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,-0.044818111,19.96085859,-1.044348642,0.322335403,0.873454955,-5.690653137,No Change,
232,O60232,O60232,ZNRD2_HUMAN,ZNRD2,Protein ZNRD2,0.051739293,24.89610752,0.728556188,0.483958461,0.941981838,-5.964304485,No Change,
233,O60234,O60234,GMFG_HUMAN,GMFG,Glia maturation factor gamma,0.056443122,18.97317261,0.544227411,0.59890581,0.964849376,-6.083762849,No Change,
234,O60239,O60239,3BP5_HUMAN,SH3BP5,SH3 domain-binding protein 5,0.091617813,18.53142327,2.088611807,0.06491354,0.671820236,-4.345295458,No Change,
235,O60256,O60256,KPRB_HUMAN,PRPSAP2,Phosphoribosyl pyrophosphate synthase-associated protein 2,-0.006165865,24.18737565,-0.228817709,0.82389228,0.997839254,-6.211124423,No Change,
236,O60271,O60271,JIP4_HUMAN,SPAG9,C-Jun-amino-terminal kinase-interacting protein 4,-0.002810546,23.28287795,-0.04356245,0.966161004,0.999039915,-6.23790586,No Change,
237,O60333,O60333,KIF1B_HUMAN,KIF1B,Kinesin-like protein KIF1B,-0.040352487,18.58371294,-0.693840583,0.504500574,0.947148626,-5.989202867,No Change,
238,O60341,O60341,KDM1A_HUMAN,KDM1A,Lysine-specific histone demethylase 1A,-0.015930396,22.22406708,-0.234155393,0.819865324,0.997839254,-6.209816635,No Change,
239,O60343,O60343,TBCD4_HUMAN,TBC1D4,TBC1 domain family member 4,-0.103216173,20.67981841,-1.686099401,0.124488658,0.713522757,-4.923114808,No Change,
240,O60347,O60347,TBC12_HUMAN,TBC1D12,TBC1 domain family member 12,-0.023023451,16.25674172,-0.127535919,0.901192543,0.997839254,-6.230265133,No Change,
241,O60361,O60361,NDK8_HUMAN,NME2P1,Putative nucleoside diphosphate kinase,0.236040438,21.87649459,1.788485344,0.105777444,0.703404725,-4.781341638,No Change,
242,O60493,O60493,SNX3_HUMAN,SNX3,Sorting nexin-3,-0.017656684,23.05705588,-0.415781223,0.686865416,0.986814215,-6.147753893,No Change,
243,O60502,O60502,OGA_HUMAN,OGA,Protein O-GlcNAcase,0.016279242,24.96427856,0.604659093,0.559660574,0.955287478,-6.048102193,No Change,
244,O60504,O60504,VINEX_HUMAN,SORBS3,Vinexin,-0.151475333,23.55881268,-3.579716621,0.005497276,0.492775677,-2.020720067,No Change,
245,O60506,O60506,HNRPQ_HUMAN,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,-0.012842378,24.65301468,-0.337286313,0.743281629,0.991575893,-6.178732729,No Change,
246,O60524,O60524,NEMF_HUMAN,NEMF,Ribosome quality control complex subunit NEMF,0.03150484,19.96924509,0.451688,0.661695646,0.984901559,-6.131509602,No Change,
247,O60547,O60547,GMDS_HUMAN,GMDS,"GDP-mannose 4,6 dehydratase",0.046527064,21.84813715,1.180754219,0.266601818,0.85016485,-5.548566646,No Change,
248,O60563,O60563,CCNT1_HUMAN,CCNT1,Cyclin-T1,-0.044373861,19.79280591,-0.574630897,0.578979376,0.959864356,-6.06625782,No Change,
249,O60566,O60566,BUB1B_HUMAN,BUB1B,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,-0.006084591,22.58535218,-0.217730414,0.832274128,0.997839254,-6.213745614,No Change,
250,O60568,O60568,PLOD3_HUMAN,PLOD3,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,0.021862975,20.41212205,0.45935664,0.656376009,0.981377722,-6.127873502,No Change,
251,O60573,O60573,IF4E2_HUMAN,EIF4E2,Eukaryotic translation initiation factor 4E type 2,-0.005203441,19.30370485,-0.067484468,0.947604198,0.997839254,-6.236492248,No Change,
252,O60610,O60610,DIAP1_HUMAN,DIAPH1,Protein diaphanous homolog 1,-0.041857573,23.47548701,-1.253430553,0.240209983,0.828510248,-5.467652168,No Change,
253,O60613,O60613,SEP15_HUMAN,SELENOF,Selenoprotein F,0.062158334,20.11308195,0.457272708,0.657819614,0.982093112,-6.128867388,No Change,
254,O60637,O60637,TSN3_HUMAN,TSPAN3,Tetraspanin-3,-0.10649711,19.78922117,-1.432189275,0.184365971,0.79308267,-5.254731237,No Change,
255,O60664,O60664,PLIN3_HUMAN,PLIN3,Perilipin-3,-0.024230989,26.27494943,-0.438701835,0.670749425,0.986568898,-6.13753343,No Change,
256,O60671,O60671,RAD1_HUMAN,RAD1,Cell cycle checkpoint protein RAD1,0.261849526,20.45556492,2.121527843,0.061482519,0.668805649,-4.295961018,No Change,
257,O60678,O60678,ANM3_HUMAN,PRMT3,Protein arginine N-methyltransferase 3,-0.017807911,22.95117587,-0.599243282,0.563117817,0.955287478,-6.051439916,No Change,
258,O60684,O60684,IMA7_HUMAN,KPNA6,Importin subunit alpha-7,-0.020980686,23.32454378,-0.25806703,0.801894999,0.996485993,-6.203592751,No Change,
259,O60701,O60701,UGDH_HUMAN,UGDH,UDP-glucose 6-dehydrogenase,0.055022649,22.65672894,1.402537952,0.192782264,0.799727012,-5.291331055,No Change,
260,O60716,O60716,CTND1_HUMAN,CTNND1,Catenin delta-1,-0.110178573,22.07301383,-1.89492934,0.089103264,0.69396713,-4.62986346,No Change,
261,O60739,O60739,EIF1B_HUMAN,EIF1B,Eukaryotic translation initiation factor 1b,0.227017028,18.75105416,1.906948672,0.087382987,0.69396713,-4.612521218,No Change,
262,O60749,O60749;Q13596,SNX2_HUMAN,SNX2,Sorting nexin-2,-0.072954973,23.2636353,-1.670054215,0.127680172,0.713522757,-4.944949825,No Change,
263,O60763,O60763,USO1_HUMAN,USO1,General vesicular transport factor p115,-0.063980046,22.95582527,-1.176673906,0.268150186,0.85016485,-5.553005655,No Change,
264,O60784,O60784,TOM1_HUMAN,TOM1,Target of Myb1 membrane trafficking protein,0.095830995,19.56167408,1.816511418,0.101126791,0.699476262,-4.741840262,No Change,
266,O60825,O60825,F262_HUMAN,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",0.065065869,21.87017297,1.893350697,0.089331552,0.69396713,-4.632137808,No Change,
267,O60828,O60828,PQBP1_HUMAN,PQBP1,Polyglutamine-binding protein 1,-0.042820298,22.61727809,-1.06149768,0.314871559,0.870593919,-5.673525132,No Change,
268,O60832,O60832,DKC1_HUMAN,DKC1,H/ACA ribonucleoprotein complex subunit DKC1,-0.005930985,20.28007225,-0.130386695,0.898997569,0.997839254,-6.229874437,No Change,
269,O60841,O60841,IF2P_HUMAN,EIF5B,Eukaryotic translation initiation factor 5B,-0.008400568,18.93493606,-0.198006212,0.847239789,0.997839254,-6.218090066,No Change,
270,O60869,O60869,EDF1_HUMAN,EDF1,Endothelial differentiation-related factor 1,0.030817223,22.89191979,0.614031788,0.553705875,0.955287478,-6.042260472,No Change,
271,O60884,O60884,DNJA2_HUMAN,DNAJA2,DnaJ homolog subfamily A member 2,-0.013154325,23.73953481,-0.30473751,0.767179561,0.993297111,-6.189731912,No Change,
272,O60885,O60885,BRD4_HUMAN,BRD4,Bromodomain-containing protein 4,0.078555995,18.36140399,1.413253744,0.189703412,0.795932658,-5.278160144,No Change,
273,O60888,O60888,CUTA_HUMAN,CUTA,Protein CutA,0.09722222,22.91820166,1.494087567,0.16781359,0.769919879,-5.176802575,No Change,
274,O60907,O60907,TBL1X_HUMAN,TBL1X,F-box-like/WD repeat-containing protein TBL1X,-0.075581484,18.50670873,-1.286570247,0.228906126,0.824215589,-5.429627048,No Change,
275,O60921,O60921,HUS1_HUMAN,HUS1,Checkpoint protein HUS1,0.012644975,19.82197138,0.170723175,0.868045726,0.997839254,-6.223425281,No Change,
276,O60925,O60925,PFD1_HUMAN,PFDN1,Prefoldin subunit 1,0.006485257,24.61440528,0.129461364,0.899709936,0.997839254,-6.230002196,No Change,
277,O60927,O60927,PP1RB_HUMAN,PPP1R11,E3 ubiquitin-protein ligase PPP1R11,-0.006026848,23.12179228,-0.122132575,0.905355287,0.997839254,-6.230982039,No Change,
278,O60934,O60934,NBN_HUMAN,NBN,Nibrin,-0.014092059,17.16870827,-0.212507714,0.83623021,0.997839254,-6.214935704,No Change,
279,O60936,O60936,NOL3_HUMAN,NOL3,Nucleolar protein 3,-0.03037217,20.2026033,-0.682513416,0.511317745,0.949272041,-5.997090615,No Change,
280,O75030,O75030,MITF_HUMAN,MITF,Microphthalmia-associated transcription factor,-0.140465863,19.39170568,-2.881795221,0.01728638,0.550021191,-3.113268447,No Change,
281,O75044,O75044;Q7Z6B7,SRGP2_HUMAN,SRGAP2,SLIT-ROBO Rho GTPase-activating protein 2,0.049112848,20.25820741,1.228287591,0.249088587,0.832253878,-5.496036,No Change,
282,O75061,O75061,AUXI_HUMAN,DNAJC6,Auxilin,-0.061085453,20.78048247,-2.120037095,0.061634067,0.668805649,-4.298200746,No Change,
283,O75064,O75064,DEN4B_HUMAN,DENND4B,DENN domain-containing protein 4B,0.034127921,19.20991294,0.442461076,0.668122711,0.986568898,-6.135806953,No Change,
284,O75083,O75083,WDR1_HUMAN,WDR1,WD repeat-containing protein 1,0.021457235,25.60330484,0.755798272,0.468214097,0.940815682,-5.944010409,No Change,
285,O75113,O75113,N4BP1_HUMAN,N4BP1,NEDD4-binding protein 1,-0.005435735,22.23357101,-0.114163346,0.911500292,0.997839254,-6.231982928,No Change,
286,O75116,O75116,ROCK2_HUMAN,ROCK2,Rho-associated protein kinase 2,-0.009954678,21.40691509,-0.172348666,0.86680297,0.997839254,-6.223129379,No Change,
287,O75122,O75122,CLAP2_HUMAN,CLASP2,CLIP-associating protein 2,0.032781473,20.09810252,0.575983062,0.578101642,0.959864356,-6.06545872,No Change,
288,O75131,O75131,CPNE3_HUMAN,CPNE3,Copine-3,-0.112332374,23.12892727,-2.199517291,0.054036372,0.660320696,-4.178117801,No Change,
289,O75143,O75143,ATG13_HUMAN,ATG13,Autophagy-related protein 13,0.015737041,22.32778183,0.361876508,0.725414753,0.991575893,-6.169702146,No Change,
290,O75153,O75153,CLU_HUMAN,CLUH,Clustered mitochondria protein homolog,0.7230616,23.44844147,11.12535051,9.79E-07,0.000942729,5.496246374,UP,CLUH
291,O75157,O75157,T22D2_HUMAN,TSC22D2,TSC22 domain family protein 2,-0.003350546,22.56881932,-0.085684181,0.933507841,0.997839254,-6.235009284,No Change,
292,O75170,O75170,PP6R2_HUMAN,PPP6R2,Serine/threonine-protein phosphatase 6 regulatory subunit 2,0.029635055,20.17935942,0.799052912,0.443903741,0.927308412,-5.910445398,No Change,
293,O75175,O75175,CNOT3_HUMAN,CNOT3,CCR4-NOT transcription complex subunit 3,-0.029858141,21.11069672,-0.724204036,0.486504491,0.942610067,-5.96748536,No Change,
294,O75177,O75177,CREST_HUMAN,SS18L1,Calcium-responsive transactivator,0.113594135,17.78515693,0.729601962,0.483347936,0.941808153,-5.96353763,No Change,
295,O75179,O75179;Q8IWZ3,ANR17_HUMAN,ANKRD17,Ankyrin repeat domain-containing protein 17,-0.010248854,21.7805467,-0.160032217,0.87622873,0.997839254,-6.225301996,No Change,
296,O75190,O75190;P25686;Q8NHS0,DNJB6_HUMAN,DNAJB6,DnaJ homolog subfamily B member 6,0.021998125,21.71273639,0.236049064,0.818437989,0.997839254,-6.209345505,No Change,
297,O75223,O75223,GGCT_HUMAN,GGCT,Gamma-glutamylcyclotransferase,-0.006085915,24.8903608,-0.105663397,0.91806133,0.997839254,-6.232976272,No Change,
298,O75306,O75306,NDUS2_HUMAN,NDUFS2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",-0.005606452,19.93870777,-0.106873255,0.917127041,0.997839254,-6.232839559,No Change,
299,O75312,O75312,ZPR1_HUMAN,ZPR1,Zinc finger protein ZPR1,0.008888179,23.69803461,0.323619968,0.753282366,0.992310181,-6.183483742,No Change,
